1010a,Closure,126,INCORRECT,./incorrect/Closure-126/1624652314163.patch,SimFix,"com.google.javascript.jscomp,MinimizeExitPoints.java,139,7",0.02739726027,Wang(patch1-Closure-126-SimFix-plausible)
1011a,Closure,126,INCORRECT,./incorrect/Closure-126/1624652314164.patch,jMutRepair,"com.google.javascript.jscomp,MinimizeExitPoints.java,138,7",0.02739726027,Wang(patch1-Closure-126-jMutRepair-plausible)
1012a,Mockito,38,CORRECT,./correct/Mockito-38/1624652314164.patch,N/A,"org.mockito.internal.verification.argumentmatching,ArgumentMatchingTool.java,45,6",0.06666666667,Defects4J_2_0_0(Mockito-38)
1013a,Mockito,38,INCORRECT,./incorrect/Mockito-38/1624652314165.patch,Nopol2017,"org.mockito.internal.matchers,Equals.java,17,7",0.3136645963,Xiong(Patch179)
1014a,Closure,125,CORRECT,./correct/Closure-125/1624652314165.patch,N/A,"com.google.javascript.jscomp,TypeCheck.java,1658,7",0.00185528757,Defects4J_2_0_0(Closure-125)
1015a,Closure,125,INCORRECT,./incorrect/Closure-125/1624652314166.patch,Kali,"com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,199,7",0.001851851852,Wang(patch1-Closure-125-Kali-plausible)
1016a,Closure,125,INCORRECT,./incorrect/Closure-125/1624652314167.patch,Arja,"com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,200,7",0.001851851852,Wang(patch1-Closure-125-Arja-plausible)
1017a,Closure,124,CORRECT,./correct/Closure-124/1624652314167.patch,N/A,"com.google.javascript.jscomp,ExploitAssigns.java,210,7",0.1428571429,Defects4J_2_0_0(Closure-124)
1018a,Closure,124,INCORRECT,./incorrect/Closure-124/1624652314168.patch,Nopol2017,"com.google.javascript.rhino,Node.java,1425,12",0.0002532928065,Xiong(Patch142)
1019a,Closure,124,INCORRECT,./incorrect/Closure-124/1624652314169.patch,GenProg,"com.google.javascript.jscomp,ExploitAssigns.java,135,22",0.03125,Wang(patch1-Closure-124-GenProg-plausible)
101a,Chart,7,CORRECT,./correct/Chart-7/1624652313250.patch,N/A,"org.jfree.data.time,TimePeriodValues.java,296,9",0.07692307692,Defects4J_2_0_0(Chart-7)
1020a,Closure,124,INCORRECT,./incorrect/Closure-124/1624652314170.patch,Kali,"com.google.javascript.jscomp,ExploitAssigns.java,211,8",0.1428571429,Wang(patch1-Closure-124-Kali-plausible)
1021a,Closure,124,INCORRECT,./incorrect/Closure-124/1624652314171.patch,Arja,"com.google.javascript.jscomp,ExploitAssigns.java,174,7",0.03125,Wang(patch1-Closure-124-Arja-plausible)
1022a,Closure,124,INCORRECT,./incorrect/Closure-124/1624652314172.patch,RSRepair,"com.google.javascript.jscomp,ExploitAssigns.java,168,16",0.03125,Wang(patch1-Closure-124-RSRepair-plausible)
1023a,Closure,123,CORRECT,./correct/Closure-123/1624652314172.patch,N/A,"com.google.javascript.jscomp,CodeGenerator.java,282,7",0.0002442002442,Defects4J_2_0_0(Closure-123)
1024a,Closure,123,INCORRECT,./incorrect/Closure-123/1624652314173.patch,SequenceR,"com.google.javascript.jscomp,CodeGenerator.java,282,7",0.0002442002442,Ye(patch1-Closure-123-SequenceR)
1025a,Closure,133,CORRECT,./correct/Closure-133/1624652314174.patch,N/A,"com.google.javascript.jscomp.parsing,JsDocInfoParser.java,2398,6",0.001321585903,Defects4J_2_0_0(Closure-133)
1026a,Closure,133,INCORRECT,./incorrect/Closure-133/1624652314175.patch,Nopol2017,"com.google.javascript.jscomp.parsing,JsDocInfoParser.java,1410,8",0.003937007874,Xiong(Patch149)
1027a,Closure,133,INCORRECT,./incorrect/Closure-133/1624652314176.patch,TBar,"com.google.javascript.jscomp.parsing,JsDocInfoParser.java,956,7",0.001259445844,Wang(patch1-Closure-133-TBar-plausible)
1028a,Closure,133,INCORRECT,./incorrect/Closure-133/1624652314177.patch,Arja,"com.google.javascript.jscomp.parsing,JsDocInfoParser.java,1835,7",0.000330141961,Wang(patch1-Closure-133-Arja-plausible)
1029a,Closure,130,CORRECT,./correct/Closure-130/1624652314177.patch,N/A,"com.google.javascript.jscomp,CollapseProperties.java,169,7",0.003311258278,Defects4J_2_0_0(Closure-130)
102a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313251.patch,Arja-e,"org.jfree.data.time,TimePeriodValues.java,314,6",0.07692307692,Yuan(Arja-e(Chart_7))
102b,Math,58,INCORRECT,./incorrect/Math-58/1628244108117.patch,ConFix,"org.apache.commons.math.optimization.fitting,GaussianFitter.java,310,7",0.1666666667,NewDataset(patch1-Math-58-ConFix-1)
1030a,Closure,130,INCORRECT,./incorrect/Closure-130/1624652314178.patch,Nopol2017,"com.google.javascript.rhino,Node.java,1414,12",0.0002670226969,Xiong(Patch146)
1031a,Closure,130,INCORRECT,./incorrect/Closure-130/1624652314179.patch,GenProg,"com.google.javascript.jscomp,CollapseProperties.java,176,10",0.003311258278,Wang(patch1-Closure-130-GenProg-plausible)
1032a,Closure,130,INCORRECT,./incorrect/Closure-130/1624652314180.patch,Kali,"com.google.javascript.jscomp,ReferenceCollectingCallback.java,473,7",0.08333333333,Wang(patch1-Closure-130-Kali-plausible)
1033a,Math,15,CORRECT,./correct/Math-15/1624652314181.patch,N/A,"org.apache.commons.math3.util,FastMath.java,310,6;org.apache.commons.math3.util,FastMath.java,1538,7",0.001605136437,Defects4J_2_0_0(Math-15)
1034a,Math,15,INCORRECT,./incorrect/Math-15/1624652314182.patch,TBar,"org.apache.commons.math3.util,FastMath.java,1538,7",0.001605136437,Wang(patch1-Math-15-TBar-plausible)
1035a,Math,15,INCORRECT,./incorrect/Math-15/1624652314183.patch,kPAR,"org.apache.commons.math3.util,FastMath.java,1538,7",0.001605136437,Wang(patch1-Math-15-kPAR-plausible)
1036a,Math,18,CORRECT,./correct/Math-18/1624652314183.patch,N/A,"org.apache.commons.math3.optimization.direct,CMAESOptimizer.java,929,7;org.apache.commons.math3.optimization.direct,CMAESOptimizer.java,955,7;org.apache.commons.math3.optimization.direct,CMAESOptimizer.java,987,12",0.2672612419,Defects4J_2_0_0(Math-18)
1037a,Math,18,INCORRECT,./incorrect/Math-18/1624652314184.patch,Nopol,"org.apache.commons.math3.optimization.direct,CMAESOptimizer.java,513,3",0.2236067977,Wang(patch1-Math-18-Nopol-plausible)
1038a,Chart,24,CORRECT,./correct/Chart-24/1624652314185.patch,N/A,"org.jfree.chart.renderer,GrayPaintScale.java,123,7",1,Defects4J_2_0_0(Chart-24)
1039a,Chart,24,INCORRECT,./incorrect/Chart-24/1624652314186.patch,Cardumen,"org.jfree.chart.renderer,GrayPaintScale.java,123,7",1,Wang(patch1-Chart-24-Cardumen-plausible)
103a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313252.patch,jGenProg,"org.jfree.data.time,TimePeriodValues.java,549,7",0.5,Yuan(jGenProg(Chart_7))
1040a,Chart,25,CORRECT,./correct/Chart-25/1624652314186.patch,N/A,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,256,6;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,312,7;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,341,6;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,400,6;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,456,7;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,484,6",0.7071067812,Defects4J_2_0_0(Chart-25)
1041a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314187.patch,Arja-e,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,270,6",0.8164965809,Yuan(Arja-e(Chart_25))
1042a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314188.patch,jGenProg,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,298,7",0.632455532,Yuan(jGenProg(Chart_25))
1043a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314189.patch,jKali,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,197,6",0.894427191,Yuan(jKali(Chart_25))
1044a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314190.patch,Nopol2015,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,204,6",0.894427191,Xiong(Patch17)
1045a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314191.patch,Nopol2017,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,204,6;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,213,6",0.894427191,Xiong(Patch92)
1046a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314192.patch,Nopol,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,206,10",0.894427191,Wang(patch1-Chart-25-Nopol-plausible)
1047a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314193.patch,jGenProg,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,204,14",0.894427191,Wang(patch1-Chart-25-jGenProg-plausible)
1048a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314194.patch,GenProg,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,9",0.8164965809,Wang(patch1-Chart-25-GenProg-plausible)
1049a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314195.patch,DynaMoth,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,206,10",0.894427191,Wang(patch1-Chart-25-DynaMoth-plausible)
104b,Math,50,INCORRECT,./incorrect/Math-50/1628244108119.patch,GenPat,"org.apache.commons.math.analysis.solvers,BaseSecantSolver.java,187,6",0.03125,NewDataset(patch1-Math-50-GenPat-1)
1051a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314197.patch,FixMiner,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,106,7",0.8164965809,Wang(patch1-Chart-25-FixMiner-plausible)
1052a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314198.patch,Kali,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,7",0.8164965809,Wang(patch1-Chart-25-Kali-plausible)
1053a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314199.patch,Arja,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,237,7;org.jfree.chart.renderer.category,StatisticalBarRenderer.java,270,26",0.7071067812,Wang(patch1-Chart-25-Arja-plusible)
1054a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314200.patch,RSRepair,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,9",0.8164965809,Wang(patch1-Chart-25-RSRepair-plausible)
1055a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314201.patch,jKali,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,204,14",0.894427191,Wang(patch1-Chart-25-jKali-plausible)
1056a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314202.patch,SimFix,"org.jfree.chart.renderer.category,StatisticalBarRenderer.java,208,7",0.894427191,Wang(patch1-Chart-25-SimFix-plausible)
1057a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314203.patch,jMutRepair,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,7",0.8164965809,Wang(patch1-Chart-25-jMutRepair-plausible)
1058a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314204.patch,DeepRepair,"org.jfree.chart.plot,CategoryPlot.java,2512,6;org.jfree.chart.plot,CategoryPlot.java,2626,64",0.377964473,Ye(patch1-Chart-25-DeepRepair)
1059a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314205.patch,Arja,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,9",0.8164965809,Ye(patch5-Chart-25-Arja-plausible)
105a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313254.patch,FixMiner,"org.jfree.data.time,TimePeriodValues.java,285,7",0.07692307692,Wang(patch1-Chart-7-FixMiner-plausible)
105b,Math,50,INCORRECT,./incorrect/Math-50/1628244108120.patch,ConFix,"org.apache.commons.math.analysis.solvers,BaseSecantSolver.java,185,7",0.03125,NewDataset(patch1-Math-50-ConFix-1)
1060a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314206.patch,Arja,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,108,7",0.8164965809,Ye(patch4-Chart-25-Arja-plausible)
1061a,Chart,25,INCORRECT,./incorrect/Chart-25/1624652314207.patch,Arja,"org.jfree.data.statistics,DefaultStatisticalCategoryDataset.java,107,6",0.8164965809,Ye(patch3-Chart-25-Arja-plausible)
1062a,Chart,26,CORRECT,./correct/Chart-26/1624652314207.patch,N/A,"org.jfree.chart.axis,Axis.java,1189,11",0.4888888889,Defects4J_2_0_0(Chart-26)
1063a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314208.patch,Arja-e,"org.jfree.chart.plot,CategoryPlot.java,2535,7",0.9166666667,Yuan(Arja-e(Chart_26))
1064a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314209.patch,jKali,"org.jfree.chart.plot,CategoryPlot.java,2544,6",0.9166666667,Yuan(jKali(Chart_26))
1065a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314210.patch,Nopol2015,"org.jfree.chart.axis,AxisCollection.java,129,6",0.5,Xiong(Patch19)
1066a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314211.patch,Nopol2017,"org.jfree.chart.plot,CategoryPlot.java,2535,7",0.9166666667,Xiong(Patch93)
1067a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314212.patch,TBar,"org.jfree.chart.plot,CategoryPlot.java,2533,7",0.9166666667,Wang(patch1-Chart-26-TBar-plausible)
1068a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314213.patch,FixMiner,"org.jfree.chart.plot,CategoryPlot.java,2535,7",0.9166666667,Wang(patch1-Chart-26-FixMiner-plausible)
106a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313255.patch,AVATAR,"org.jfree.data.time,TimePeriodValues.java,549,7",0.5,Wang(patch1-Chart-7-AVATAR-plausible)
106b,Math,50,INCORRECT,./incorrect/Math-50/1628244108125.patch,Hercules,"org.apache.commons.math.analysis.solvers,BaseSecantSolver.java,185,7",0.03125,NewDataset(patch1-Math-50-Hercules-1)
1070a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314215.patch,AVATAR,"org.jfree.chart.plot,CategoryPlot.java,2535,7",0.9166666667,Wang(patch1-Chart-26-AVATAR-plausible)
1071a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314216.patch,jMutRepair,"org.jfree.chart.plot,CategoryPlot.java,2535,7",0.9166666667,Wang(patch1-Chart-26-jMutRepair-plausible)
1072a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314217.patch,Jaid,"org.jfree.chart.axis,Axis.java,1187,7",0.4888888889,Ye(patch2-Chart-26-Jaid-plausible)
1073a,Chart,26,INCORRECT,./incorrect/Chart-26/1624652314218.patch,Jaid,"org.jfree.chart.axis,Axis.java,1187,6",0.4888888889,Ye(patch1-Chart-26-Jaid-plausible)
1074a,Chart,21,CORRECT,./correct/Chart-21/1624652314218.patch,N/A,"org.jfree.data.statistics,DefaultBoxAndWhiskerCategoryDataset.java,154,6;org.jfree.data.statistics,DefaultBoxAndWhiskerCategoryDataset.java,185,6;org.jfree.data.statistics,DefaultBoxAndWhiskerCategoryDataset.java,738,7",0.2954545455,Defects4J_2_0_0(Chart-21)
1075a,Chart,21,INCORRECT,./incorrect/Chart-21/1624652314219.patch,Nopol2015,"org.jfree.data,Range.java,332,6",0.0119047619,Xiong(Patch14)
1076a,Chart,21,INCORRECT,./incorrect/Chart-21/1624652314220.patch,Nopol2017,"org.jfree.data,Range.java,332,8",0.0119047619,Xiong(Patch91)
1077a,Chart,21,INCORRECT,./incorrect/Chart-21/1624652314221.patch,Nopol,"org.jfree.data,Range.java,334,3",0.0119047619,Wang(patch1-Chart-21-Nopol-plausible)
1078a,Chart,22,CORRECT,./correct/Chart-22/1624652314221.patch,N/A,"org.jfree.data,KeyedObjects2D.java,228,9;org.jfree.data,KeyedObjects2D.java,315,8;org.jfree.data,KeyedObjects2D.java,342,6;org.jfree.data,KeyedObjects2D.java,375,7",0.85,Defects4J_2_0_0(Chart-22)
1079a,Chart,22,INCORRECT,./incorrect/Chart-22/1624652314222.patch,SimFix,"org.jfree.data,KeyedObjects2D.java,342,6",1,Wang(patch1-Chart-22-SimFix-plausible)
107a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313256.patch,Arja,"org.jfree.data.time,TimePeriodValues.java,314,7",0.07692307692,Wang(patch1-Chart-7-Arja-plusible)
1080a,Chart,12,CORRECT,./correct/Chart-12/1624652314223.patch,N/A,"org.jfree.chart.plot,MultiplePiePlot.java,142,7",0.25,Defects4J_2_0_0(Chart-12)
1081a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314224.patch,GenProg,"org.jfree.chart,JFreeChart.java,661,7;org.jfree.chart,JFreeChart.java,793,7",0.25,Wang(patch1-Chart-12-GenProg-plausible)
1082a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314225.patch,TBar,"org.jfree.data.general,AbstractDataset.java,158,7",0.3333333333,Wang(patch1-Chart-12-TBar-plausible)
1083a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314226.patch,Kali,"org.jfree.data.general,AbstractDataset.java,157,7",0.3333333333,Wang(patch1-Chart-12-Kali-plausible)
1084a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314227.patch,RSRepair,"org.jfree.chart.plot,MultiplePiePlot.java,152,7",0.25,Wang(patch1-Chart-12-RSRepair-plausible)
1085a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314228.patch,SimFix,"org.jfree.chart.plot,MultiplePiePlot.java,142,6",0.25,Wang(patch1-Chart-12-SimFix-plausible)
1086a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314229.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,147,6",0.25,Ye(patch5-Chart-12-Arja-plausible)
1087a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314230.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,145,7",0.25,Ye(patch2-Chart-12-Arja-plausible)
1088a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314231.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,145,7",0.25,Ye(patch4-Chart-12-Arja-plausible)
1089a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314232.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,146,7",0.25,Ye(patch3-Chart-12-Arja-plausible)
108a,Chart,7,INCORRECT,./incorrect/Chart-7/1624652313257.patch,jMutRepair,"org.jfree.data.time,TimePeriodValues.java,282,7",0.07692307692,Wang(patch1-Chart-7-jMutRepair-plausible)
108b,Math,3,INCORRECT,./incorrect/Math-3/1628244108127.patch,ConFix,"org.apache.commons.math3.util,MathArrays.java,820,7",0.08333333333,NewDataset(patch1-Math-3-ConFix-1)
1090a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314233.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,152,6",0.25,Ye(patch7-Chart-12-Arja-plausible)
1091a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314234.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,153,6",0.25,Ye(patch8-Chart-12-Arja-plausible)
1092a,Chart,12,INCORRECT,./incorrect/Chart-12/1624652314235.patch,Arja,"org.jfree.chart.plot,MultiplePiePlot.java,151,7",0.25,Ye(patch1-Chart-12-Arja-plausible)
1094a,Chart,13,CORRECT,./correct/Chart-13/1624652314236.patch,N/A,"org.jfree.chart.block,BorderArrangement.java,452,7",1,Defects4J_2_0_0(Chart-13)
1095a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314237.patch,jGenProg,"org.jfree.chart.block,BorderArrangement.java,368,6",0,Yuan(jGenProg(Chart_13))
1096a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314238.patch,jKali,"org.jfree.chart.block,BorderArrangement.java,441,14",1,Yuan(jKali(Chart_13))
1097a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314239.patch,Nopol2015,"org.jfree.chart.block,BorderArrangement.java,450,7",1,Xiong(Patch11)
1098a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314240.patch,Nopol2017,"org.jfree.chart.block,BorderArrangement.java,450,6;org.jfree.chart.block,BorderArrangement.java,458,6",1,Xiong(Patch89)
1099a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314241.patch,Nopol,"org.jfree.chart.block,BorderArrangement.java,443,9",1,Wang(patch1-Chart-13-Nopol-plausible)
10a,Time,4,INCORRECT,./incorrect/Time-4/1624652313131.patch,Arja,"org.joda.time.field,ZeroIsMaxDateTimeField.java,135,7",1,Ye(patch2-Time-4-Arja-plausible)
10b,Time,24,INCORRECT,./incorrect/Time-24/1628244107940.patch,PraPR,"org.joda.time.chrono,BasicChronology.java,515,7",0.07291666667,NewDataset(15-Time-24-PraPR)
1100a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314242.patch,jGenProg,"org.jfree.chart.block,BorderArrangement.java,148,28;org.jfree.chart.block,BorderArrangement.java,179,66;org.jfree.chart.block,BorderArrangement.java,249,18;org.jfree.chart.block,BorderArrangement.java,272,56;org.jfree.chart.block,BorderArrangement.java,334,81;org.jfree.chart.block,BorderArrangement.java,419,84",1,Wang(patch1-Chart-13-jGenProg-plausible)
1101a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314243.patch,GenProg,"org.jfree.chart.block,BorderArrangement.java,295,7;org.jfree.chart.block,BorderArrangement.java,433,14",1,Wang(patch1-Chart-13-GenProg-plausible)
1102a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314244.patch,DynaMoth,"org.jfree.chart.block,BorderArrangement.java,443,9",1,Wang(patch1-Chart-13-DynaMoth-plausible)
1103a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314245.patch,TBar,"org.jfree.data,Range.java,84,7",0.06097107608,Wang(patch1-Chart-13-TBar-plausible)
1104a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314246.patch,FixMiner,"org.jfree.chart.block,BorderArrangement.java,441,7",1,Wang(patch1-Chart-13-FixMiner-plausible)
1105a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314247.patch,Cardumen,"org.jfree.chart.block,BorderArrangement.java,149,7",0.1373605639,Wang(patch1-Chart-13-Cardumen-plausible)
1106a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314248.patch,AVATAR,"org.jfree.data,Range.java,82,9",0.06097107608,Wang(patch1-Chart-13-AVATAR-plausible)
1107a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314249.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,319,7",1,Wang(patch1-Chart-13-Arja-plusible)
1108a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314250.patch,RSRepair,"org.jfree.chart.block,BorderArrangement.java,304,7",1,Wang(patch1-Chart-13-RSRepair-plausible)
1109a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314251.patch,jKali,"org.jfree.chart.block,BorderArrangement.java,441,7",1,Wang(patch1-Chart-13-jKali-plausible)
110a,Chart,9,CORRECT,./correct/Chart-9/1624652313258.patch,N/A,"org.jfree.data.time,TimeSeries.java,941,7",0.5,Defects4J_2_0_0(Chart-9)
110b,Math,56,INCORRECT,./incorrect/Math-56/1628244108129.patch,ConFix,"org.apache.commons.math.util,MultidimensionalCounter.java,236,7",0.5,NewDataset(patch1-Math-56-ConFix-1)
1110a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314252.patch,Elixir,"org.jfree.chart.block,BorderArrangement.java,447,7",1,Ye(patch1-Chart-13-Elixir-plausible)
1111a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314253.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,421,6",1,Ye(patch6-Chart-13-Arja-plausible)
1112a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314254.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,433,13",1,Ye(patch4-Chart-13-Arja-plausible)
1113a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314255.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,309,7",1,Ye(patch3-Chart-13-Arja-plausible)
1114a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314256.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,421,6",1,Ye(patch5-Chart-13-Arja-plausible)
1115a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314257.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,424,14",1,Ye(patch2-Chart-13-Arja-plausible)
1116a,Chart,13,INCORRECT,./incorrect/Chart-13/1624652314258.patch,Arja,"org.jfree.chart.block,BorderArrangement.java,424,14",1,Ye(patch1-Chart-13-Arja-plausible)
1117a,Chart,14,CORRECT,./correct/Chart-14/1624652314258.patch,N/A,"org.jfree.chart.plot,CategoryPlot.java,2163,6;org.jfree.chart.plot,CategoryPlot.java,2445,6;org.jfree.chart.plot,XYPlot.java,2290,6;org.jfree.chart.plot,XYPlot.java,2526,6",1,Defects4J_2_0_0(Chart-14)
1118a,Chart,14,INCORRECT,./incorrect/Chart-14/1624652314258.patch,TBar,"org.jfree.chart.plot,XYPlot.java,2290,7",1,Wang(patch1-Chart-14-TBar-plausible)
